County Name,City,Location Name,Location URL,Location Address,Location Number,Location Email ,Notes/Status
,Lakewood,Sea Mar Tillicum Clinic,https://www.seamar.org/covid-vaccine.html,"14916 Washington Ave. SW|Lakewood, WA 98498|",253-280-9890,,"No appointment required. First come, first served"
,Lakewood,ST CLARE HOSPITAL,https://www.chifranciscan.org/patients-and-visitors/covid-19/vaccine-information.html,"11315 Bridgeport Way SW|Lakewood, WA 98499|",(253) 792-2385,,"Vaccine is provided by appointment only. Please visit: COVID 19 Vaccine to schedule an appointment
If you have questions please call: 253-792-2385 8-4:30 seven days a week."
,Puyallup,ALBERTSON'S PHARMACY #3106,https://kordinator.mhealthcoach.net/vcl/SavonPharmacyPuyallup,"11012 canyon Rd E|Puyallup, WA 98373",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Puyallup,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctxdyzz0/?&e_id=5055,"1201 39TH AVE. SW|Puyallup, WA 98373",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Puyallup,"Fred Meyer Stores, Puyallup",https://www.fredmeyer.com/rx/guest/get-vaccinated,"1100 N Meridian|Puyallup, WA 98371|",253-840-8183,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Puyallup,"Fred Meyer Stores, South Hill",https://www.fredmeyer.com/rx/guest/get-vaccinated,"17404 Meridian East|Puyallup, WA 98375|",253-445-7873,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Puyallup,MultiCare - Good Samaritan - East Main campus,,"1317 E. Main Ave|Puyallup, WA 98372",,,Appointments are required and are in high demand. Visit our COVID-19 vaccine page for the latest updates and scheduling information.
,Puyallup,SEA MAR - PUYALLUP,https://www.seamar.org/covid-vaccine,"10217 125th Street, Court E|Puyallup, WA 98374",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available."
,Spanaway,"Fred Meyer Stores, Bethel Station",https://www.fredmeyer.com/rx/guest/get-vaccinated,"22303 Mountian Hwy East|Spanaway, WA 98387|",253-875-4033,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Sumner,"Fred Meyer Stores, Sumner",https://www.fredmeyer.com/rx/guest/get-vaccinated,"1201 Valley Ave E|Sumner, WA 98390|",253-826-8433,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Tacoma,Acts Pharmacy and Healthcare Services,https://www.actspharmacy.com/covid-19-vaccine,"1901 S Union Ave Building B Suite 2011|Tacoma, WA 98405",,,Vaccines are provided by appointment. Visit our COVID-19 vaccine link COVID-19 Vaccine - Acts Pharmacy and Healthcare Services. Please help us free up our phone lines and email by visiting our website (www.actspharmacy.com) for more details.
,Tacoma,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx8y0ns/?&e_id=4969,"2219 SOUTH 37TH STREET|Tacoma, WA 98409",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Tacoma,"Fred Meyer Stores, James Center",https://www.fredmeyer.com/rx/guest/get-vaccinated,"6901 South 19th Street|Tacoma, WA 98466|",253-534-3033,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Tacoma,"Fred Meyer Stores, Tacoma Pacific",https://www.fredmeyer.com/rx/guest/get-vaccinated,"7250  S. Pacific Ave|Tacoma, WA 98408|",253-475-1994,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Tacoma,"Fred Meyer Stores, Tacoma Stevens",https://www.fredmeyer.com/rx/guest/get-vaccinated,"4505 S 19th St|Tacoma, WA 98405|",253-752-9110,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Tacoma,LINCOLN PHARMACY,https://www.lincolnrx.com/,"821 S 38th St|Tacoma, WA 98418|",(253) 473-1155,slawson@lincolnrx.com,"Please visit our website to schedule a visit.
For additional questions please contact slawson@lincolnrx.com"
,Tacoma,OMLife Health Clinic,https://www.covid19tacoma.com/pre-register,"2702 1/2 N Proctor|Suite C|Tacoma, WA 98407|",(253) 444-5511,,Pre-register through website.
,Tacoma,Sea Mar - Tacoma Cushman,https://www.seamar.org/covid-vaccine,"1112 S. Cushman Ave.|Tacoma, WA 98405",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available."
,Tacoma,ST JOSEPH MEDICAL CENTER,https://www.chifranciscan.org/patients-and-visitors/covid-19/vaccine-information.html,"1717 South J St|Tacoma, WA 98405",,,"Vaccine is provided by appointment only. Please visit: COVID 19 Vaccine to schedule an appointment
If you have questions please call: 253-792-2385 8-4:30 seven days a week."
,Tacoma,TACOMA GENERAL HOSPITAL,,"315 Martin Luther King Jr. Way|Tacoma, WA 98405",,,"Appointments are required and are in high demand. Visit our COVID-19 vaccine page for the latest updates and scheduling information.
(clinic is located across from Tacoma General Hospital in the Jackson Hall Bldg)"
,University Place,"Fred Meyer Stores, University Place",https://www.fredmeyer.com/rx/guest/get-vaccinated,"6305 Bridgeport Way West|University Place, WA 98467|",253-460-4033,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,University Place,UNIVERSITY PLACE MEDICAL CLINIC,,"4401 Bridgeport Way W.|University Place, WA 98466|",253-328-4088,contact@universityplaceclinic.com,
San Juan County,,,,,,,
,Friday Harbor,San Juan County Health & Community Services,https://www.sanjuanco.com/1737/COVID-Vaccine-Info,"145 Rhone St|Friday Harbor, WA 98250",,,"San Juan County Heath & Community Services is offering COVID-19 immunization clinics on San Juan, Orcas and Lopez Islands in accordance with current Washington State COVID vaccine phase guidelines. Please see our website for information on how to schedule an appointment."
Skagit County,,,,,,,
,Anacortes,ISLAND Medical Center Pharmacy,https://islandhospital.org/coronavirus/,"1211 24th Street|Anacortes, WA 98221|",(360) 299-1367,covidvaccine.support@islandhospital.org,"Appointments are required. Please go to https://www.islandhospital.org/coronavirus/ to schedule an appointment. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Burlington,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctxdzb42/?&e_id=5057,"1725 S. BURLINGTON BLVD|Burlington, WA 98233",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Burlington,"Fred Meyer Stores, Burlington",https://www.fredmeyer.com/rx/guest/get-vaccinated,"920 S Burlington Blvd|Burlington, WA 98233|",360-757-9133,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Concrete,Sea Mar - Concrete,https://www.seamar.org/covid-vaccine,"7438 S D Ave|Concrete, WA 98237",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website to see eligibility requirements and which clinics have vaccines available."
,Mount Vernon,Skagit County Public Health at the Skagit County Fairgrounds,https://www.skagitcounty.net/covidvaccine,"North Entrance at 1410 Virginia Street|Mount Vernon, WA 98273|",360-416-1500,,"Appointments are required.  Visit www.skagitcounty.net/covidvaccine. People without internet access can call 360-416-1500 for assistance. 
Clinics are dependent on vaccine allocations."
,Mount Vernon,HAGGEN PHARMACY #3450,https://kordinator.mhealthcoach.net/vcl/HaggenPharmacyMtVernon,"2601 E Division St|Mount Vernon, WA 98274",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Mount Vernon,SEA MAR - MT VERNON,https://www.seamar.org/covid-vaccine,"1400 N LaVenture Rd|Mount Vernon, WA 98273|",(360) 510-9862,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website to see eligibility requirements and which clinics have vaccines available."
,Mount Vernon,Sea Mar - Skagit Valley,https://www.seamar.org/covid-vaccine,"125 N 18th St.|Mount Vernon, WA 98273",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available."
,Mount Vernon,Skagit County Public Health,https://skagitcounty.net/covidvaccine,"700 S. 2nd Street|Mount Vernon, WA 98273",,,"Skagit County Public Health COVID Vaccine Hotline
Call center open Monday through Saturday from 07:30 am to 6:00 pm
360-416-1500 for those with questions or needing assistance in phase evaluation or finding vaccine locations."
,Mount Vernon,Skagit Regional Health - Vaccine Clinic,,"425 S 13th Street|Mount Vernon, WA 98274",,,"Appointments are required. For vaccine scheduling information, please visit www.skagitregionalhealth.org/covid-vaccine."
,Sedro Woolley,Schaffner Pharmacy,https://www.schaffnerpharmacy.com/,"1990 Hospital Drive|Suite 120|Sedro Woolley, WA 98284",,,
Skamania County,,,,,,,
,Stevenson,NorthShore Medical Group,https://northshore-medical.com/,"875 SW Rock Creek Drive|Stevenson, WA 98648|",(509) 493-2133,,call
Snohomish County,,,,,,,
,Monroe,EvergreenHealth Monroe,https://www.evergreenhealthmonroe.com/covid-vaccine-monroe,"14701 179th Ave SE|Monroe, WA  98272",,,"Appointments are required.  Please see our website and utilize the link to schedule .  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  The website will be updated as we receive additional vaccine doses.)"
,Arlington,Arlington Municipal Airport,https://snohomish-county-coronavirus-response-snoco-gis.hub.arcgis.com/pages/covid-19-vaccine,"4299 188th St. NE|Arlington, WA 98223",,,"Appointments required. Visit our webpage to sign up. Appointments have been booking rapidly, and more will be added as we are able. Link for webpage is https://snohomish-county-coronavirus-response-snoco-gis.hub.arcgis.com/pages/covid-19-vaccine"
,Arlington,Skagit Regional Clinics - Smokey Point,https://www.skagitregionalhealth.org/covid-vaccine,"3823 172nd Street NE|Arlington, WA 98223",,,"Appointments are required. For vaccine scheduling information, please visit www.skagitregionalhealth.org/covid-vaccine."
,Bothell,"Fred Meyer Stores, Bothell",https://www.fredmeyer.com/rx/guest/get-vaccinated,"21045 Bothell-Everett Highway|Bothell, WA 98021|",21045 Bothell-Everett Highway|425-398-7033,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Edmonds,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"22828 100TH AVE W|Edmonds, WA 98020",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Everett,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctxblt4y/?e_id=5019,"10200 19TH AVE SE|Everett, WA 98208",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Everett,"Fred Meyer Stores, Everett",https://www.fredmeyer.com/rx/guest/get-vaccinated,"8530 Evergreen Way|Everett, WA 98208|",425-348-8433,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Everett,"Fred Meyer Stores, Mill Creek",https://www.fredmeyer.com/rx/guest/get-vaccinated,"12906 Bothell-Everett Highway|Everett, WA 98208|",12906 Bothell-Everett Highway|425-357-2033,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Everett,Providence - Snohomish County,https://providencecovidvaccinewamt.squarespace.com/northwestwa,,,,"Please visit our link for current planning, scheduling links, and current phase information."
,Everett,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"2615 BROADWAY|Everett, WA 98201",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Everett,QFC,https://www.qfc.com/i/coronavirus-update/vaccine,"4919 EVERGREEN WAY|Everett, WA 98203",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Everett,Seattle Visiting Nurses Association,https://schedule.seattlevna.com/home/fbb4a1ad-7e4b-eb11-a813-000d3a3033d3,"Paine Field|3310 100th St. SW|Everett, WA 98204",,,Visit our website to schedule an appointment.
,Lynnwood,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx809zv/?&e_id=4981,"18109 33RD AVE W|Lynnwood, WA 98036",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Lynnwood,"Fred Meyer Stores, Alderwood",https://www.fredmeyer.com/rx/guest/get-vaccinated,"2902 164th Street SW|Lynnwood, WA 98037|",425-787-4933,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Lynnwood,"Fred Meyer Stores, Lynnwood",https://www.fredmeyer.com/rx/guest/get-vaccinated,"4615 196th St.SW  Ste# 175|Lynnwood, WA 98036|",425-670-0233,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Lynnwood,Seattle Visiting Nurses Association,https://schedule.seattlevna.com/home/fbb4a1ad-7e4b-eb11-a813-000d3a3033d3,"Edmonds College|20000 68th Ave. W|Lynnwood, WA 98036",,,Visit our website to schedule an appointment.
,Marysville,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctxd5jps/?&e_id=5053,"16616 TWIN LAKES AVE.|Marysville, WA 98271",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Marysville,"Fred Meyer Stores, Marysville",https://www.fredmeyer.com/rx/guest/get-vaccinated,"9925 State Ave.|Marysville, WA 98270|",360-653-0733,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Marysville,Sea Mar - Marysville,https://www.seamar.org/covid-vaccine%C2%A0,"9710 State Ave|Marysville, WA 98270",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available."
,Mill Creek,North Sound Pediatrics,https://northsoundpediatrics.as.me/,"15808 Mill Creek Blvd #201|Mill Creek, WA 98012",,,"Appointments are required and must be scheduled via our link. Our site does not offer walk-ins, telephone scheduling, e-mail scheduling, or waitlists."
,Mill Creek,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"926 164TH SE|Mill Creek, WA 98012",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Monroe,Evergreen State Fairgrounds,https://www.signupgenius.com/tabs/13577df01a0cfedc5ac5-vaccine2,"Monroe, WA 98272",,,Visit our website to schedule an appointment.
,Monroe,"Fred Meyer Stores, Monroe",,"18805 State Route 2|Monroe, WA 98272|",360-805-8133,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Monroe,Sea Mar Community Health Center - Monroe,https://www.seamar.org/covid-vaccine%C2%A0,"17707 W Main St|Monroe, WA 98272",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website https://www.seamar.org/covid-vaccine to see eligibility requirements and which clinics have vaccines available."
,Snohomish,"Fred Meyer Stores, Snohomish",https://www.fredmeyer.com/rx/guest/get-vaccinated,"2801 Bickford Avenue|Snohomish, WA 98290|",360-563-3733,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Snohomish,Matrx Long Term Care Pharmacy,,"1030 Avenue D Suite 2|Snohomish, WA 98290|",360-217-2363,covidinfo@matrxltc.com,
,Stanwood,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"27008 92ND AVE NW|Stanwood, WA 98292",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
Spokane County,,,,,,,
,Liberty Lake,Yokes Pharmacy #16,https://app.acuityscheduling.com/schedule.php?owner=21573064,"1233 N Liberty Lake Rd|Liberty Lake, WA 99019",,,"Appointments are required. Please visit this link to schedule.  If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Spokane,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx6qy2y/?&e_id=4965,"5601 EAST SPRAGUE AVE|Spokane, WA 99212",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Spokane,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctxyhtkq/?&e_id=5005,"12020 N Newport Hwy|Spokane, WA 99218",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Spokane,"Fred Meyer Stores, Spokane-Thor",https://www.fredmeyer.com/rx/guest/get-vaccinated,"400 South Thor St.|Spokane, WA 99202|",509-532-4033,,"Appointments are required.  Please schedule on our link. If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Spokane,"Fred Meyer Stores, Wandermere",https://www.fredmeyer.com/rx/guest/get-vaccinated,"12120 N. Division St.|Spokane, WA 99208|",509-465-4433,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Spokane,Hart and Dilatush Pharmacy,,"601 W Riverside Ave|Suite 140|Spokane, WA 99201",,admin@hartanddilatush.com,
,Spokane,MT. SPOKANE PEDIATRICS,,"9425 N Nevada Ste 300|Spokane, WA 99218|",(509) 270-0065,vaccines@mtspokanepediatrics.com,Call or email
,Spokane,Multicare - Deaconess Health & Education Center (DHEC),,"910 W 5th Ave, Suite 266|Spokane, WA 99204",,,Appointments are required and are in high demand. Visit our COVID-19 vaccine page for the latest updates and scheduling information.
,Spokane,Prevention Northwest/ Northwest Neurological,,"26 E 5th Ave|Spokane, WA 99202",,covidinfo@preventionnw.com,
,Spokane,SAFEWAY #27-1473,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacySpokane,"14020 E Sprague Ave|Spokane, WA 99216",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Spokane,Spokane Veterans Memorial Arena,https://covid.srhd.org/topics/covid-19-vaccination/spokanearena,"720 W Mallon Ave|Spokane, WA 99201",,,"This is a DOH Mass Vaccination Site. Vaccine by appointment only. To get an appointment go online . 
Only people living or working in Washington are eligible for vaccination at this site.  Please bring a picture ID; a letter or statement that shows your Washington address; or a voucher from your employer, health care provider, religious institution, school or other official agency that shows you live or work in Washington."
,Spokane,UNIFY COMMUNITY HEALTH ON MISSION,,"120 W Mission|Spokane, WA 99201",,unifycommunityhealth@yvfwc.org,
,Spokane Valley,Providence Medical Park,https://providencecovidvaccinewamt.squarespace.com/spokane,"16528 E Desmet Ct|Spokane Valley, WA 99016",,,"Please visit our link for current planning, scheduling links, and current phase information."
,Veradale,"Fred Meyer Stores, Spokane Sullivan",https://www.fredmeyer.com/rx/guest/get-vaccinated,"15609 E. Sprague Ave|Veradale, WA 99037|",509-921-5383,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
Stevens County,,,,,,,
,Colville,Providence - Stevens County,https://providencecovidvaccinewamt.squarespace.com/stevenscounty,,,,"Visit our link for current planning, scheduling links, and current phase information."
,Colville,SAFEWAY #27-0385,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyColville,"391 N Main St|Colville, WA 99114",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
Thurston County,,,,,,,
,Lacey,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx7pdqm/?&e_id=4977,"1470 MARVIN ROAD NE|Lacey, WA 98516",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Lacey,"Fred Meyer Stores, Lacey",https://www.fredmeyer.com/rx/guest/get-vaccinated,"700 Sleater Kinney Rd. NE|Lacey, WA 98503|",360-438-6483,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Lacey,Hawks prairie Pharmacy,,"2539 Marvin Rd NE|Ste E|Lacey, WA 98516",,Hawksgowda@gmail.com,
,Lacey,QFC,https://www.qfc.com/rx/guest/get-vaccinated,"4775 WHITMAN LANE SE|Lacey, WA 98513",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Lacey/Olympia,Providence - Thurston County,https://providencecovidvaccinewamt.squarespace.com/southwestwa,,,,"Please visit our link for current planning, scheduling links, and current phase information."
,Olympia,Capital Medical Center,,"3900 Capital Mall Drive SW|Olympia, WA 98502|",360-956-2563,,Appointments are required.  Call 360-956-2563 to be added to our scheduling list. Please do not try to schedule a vaccine appointment unless you meet the eligibility criteria.
,Olympia,SEA MAR - OLYMPIA,https://www.seamar.org/covid-vaccine,"3030 Limited Lane NW|Olympia, WA 98502",,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website to see eligibility requirements and which clinics have vaccines available."
,Tenino,VALLEY VIEW Health Care - TENINO CLINIC,,"273 E Sussex Ave|Tenino, WA 98589",,Covidphase@vvhc.org,email
,Tumwater,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx6led8/?&e_id=5035,"5500 LITTLEROCK ROAD SW|Tumwater, WA 98512",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Tumwater,"Fred Meyer Stores, Tumwater",https://www.fredmeyer.com/rx/guest/get-vaccinated,"555 Trosper Rd. SW|Tumwater, WA 98512|",360-753-7933,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Tumwater,SAFEWAY #27-1503,https://kordinator.mhealthcoach.net/vcl/SafewayPharmacyTumwater,"520 Cleveland Ave SE|Tumwater, WA 98501",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Yelm,Sea Mar Community Health Center - Yelm,https://www.seamar.org/covid-vaccine,"202 Cullens St|Yelm, WA 98597|",360-440-4800,,"Sea Mar is providing vaccines on a first come, first served walk in basis. Before you go to the clinic, please visit Sea Mar’s website to see eligibility requirements and which clinics have vaccines available."
,Yelm,YELM FAMILY MEDICINE,,"201 Tahoma Blvd se|suite 102|Yelm, WA 98597| ext114",(360) 458-7761 ext114,stephanieT@yelmfamilymedicine.com,We are only vaccinating established patients at this time.
Wahkiakum County,,,,,,,
,Cathlamet,WAHKIAKUM COUNTY HEALTH DEPT,,"64 Main Street|Cathlamet, WA 98612|",(360) 795-6207,,call
Walla Walla County,,,,,,,
,Walla Walla,Providence - Walla Walla,https://providencecovidvaccinewamt.squarespace.com/wallawalla,,,,"Please visit our link for current planning, scheduling links, and current phase information."
,Walla Walla,Safeway Pharmacy 1160,https://kordinator.mhealthcoach.net/vcl/Safeway-WallaWalla-PlazaBlvd,"1600 Plaza Way|Walla Walla, WA 99362",,,"Appointments are required. If there are no spots left on the scheduling link, all appointment times have been filled. We will add more appointments when we receive more vaccine."
,Walla Walla,Walla Walla County Dept of Community Health,,"314 W Main St|Walla Walla, WA 99362",,,"We are not providing vaccinations at this site.
A mass vaccination clinic has been set- up and will be listed soon.  For updates go to Community Health COVID website."
,Walla Walla,Walla Walla County Fairgrounds,https://www.signupgenius.com/go/10c0d4da4ac2aa4fec07-phase,"363 Orchard St|Walla Walla, WA 99362",,,"Walla Walla County Community Health and Healthcare Partners are offering COVID vaccines by appointment only, no walk-ins accepted. 
  CLICK HERE TO SCHEDULE
Clinic days will depend on vaccine allocation received from state and federal partners."
Whatcom County,,,,,,,
,Bellingham,Costco Pharmacy,https://book-costcopharmacy.appointment-plus.com/ctx948t8/?&e_id=4993,"4125 Arctic Ave.|Bellingham, WA 98226",,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Bellingham,"Fred Meyer Stores, Bellingham",https://www.fredmeyer.com/rx/guest/get-vaccinated,"800 Lakeway Dr.|Bellingham, WA 98225|",360-676-1105,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
,Bellingham,"Fred Meyer Stores, North Bellingham",https://www.fredmeyer.com/rx/guest/get-vaccinated,"1225 W Bakerview Rd|Bellingham, WA 98226|",360-788-2933,,"Appointments are required.  Please schedule on our link.  If there are no dates listed, all appointments have been filled.  Please check back at a later date.  Please do not call the pharmacy to inquire about additional dates.  The website will be updated as we receive additional vaccine doses."
